zip_code,crime_type,Total_crimes
78736,Parole Viol,1
78736,Poss Dang Drug,1
78736,Poss Of Alcohol - Age 17 To 20,7
78736,Poss Of Alcohol-Age 16 & Under,1
78736,Poss Of Firearm By Felon,1
78736,Poss Of Prohibited Weapon,1
78736,Poss Synthetic Marijuana,1
78736,Poss/Promo Child Pornography,5
78736,Possession Of Marijuana,30
78736,Possession of Drug,12
78736,Protective Order,21
78736,Prowler,1
78736,Reckless Damage,4
78736,Robbery By Threat,2
78736,Securing Exec-Doc By Deception,1
78736,Sexting/Transmit Sexual Photos,1
78736,Stalking,6
78736,Take Weapon Frm Police Officer,1
78736,Terroristic Threat,52
78736,Terroristic Threat-Mass Caslty,2
78736,Theft,453
78736,Theft By Shoplifting,17
78736,Theft Catalytic Converter,12
78736,Theft From Auto,28
78736,Theft From Building,10
78736,Theft From Person,10
78736,Theft Of Auto Parts,12
78736,Theft Of Bicycle,24
78736,Theft Of Heavy Equipment,3
78736,Theft Of License Plate,24
78736,Theft Of Metal,17
78736,Theft Of Service,26
78736,Theft Of Trailer,9
78736,Tobacco Viol - Age 17,1
78736,Unlawful Carrying Weapon,5
78736,Unlawful Restraint,2
78736,Urinating In Public Place,1
78736,Viol City Ordinance - Curfew,5
78736,Viol City Ordinance - Dog,8
78736,Viol City Ordinance - Wrecker,3
78736,Viol City Ordinance -Firework,1
78736,Viol Of Court Order-Non Epo-Po,6
78736,Viol Of Emerg Protective Order,8
78736,Viol Of Protective Order,19
78736,Viol State Law - Other,10
78736,Violation City Ordinance,11
78736,Voco - Alcohol  Consumption,1
78736,Voco Amplified Music/Vehicle,3
78736,Voco Solicitation Prohibit,31
78736,Warrant Arrest Non Traffic,25
78736,Weapon Viol - Other,2
78737,Aggravated Assault,7
78737,Aggravated Robbery,2
78737,Assault By Contact,5
78737,Assault By Threat,1
78737,Assault With Injury,19
78737,Auto Theft,4
78737,Burglary Non Residence,4
78737,Burglary Of Residence,4
78737,Burglary Of Shed/Detached Garage/Storage Unit,2
78737,Burglary Of Vehicle,22
78737,Child Endangerment- Abandonmen,2
78737,Crash/Fail Stop And Render Aid,1
78737,Cred Card Abuse By Forgery,1
78737,Criminal Mischief,8
78737,Criminal Trespass,2
78737,Custody Arrest Traffic Warr,1
78737,DWI,15
78737,Dating Disturbance,1
78737,Deadly Conduct,1
78737,Debit/Credit Card Abuse,3
78737,Disturbance - Other,9
78737,Doc Abusive Language,1
78737,Driving While Intox / Felony,2
78737,Dui - Age 17 To 20,1
78737,Dwi - Drug Recognition Expert,2
78737,Evading / Foot,1
78737,Family Disturbance,17
78737,Federal Viol/Other,1
78737,Forgery And Passing,1
78737,Fraud - Other,2
78737,Graffiti,3
78737,Harassment,9
78737,Identity Theft,6
78737,Mail Theft,1
78737,Money Laundering,1
78737,Narcotic Possession,4
78737,Obtain Controlled Sub By Fraud,4
78737,Possession Of Marijuana,2
78737,Possession of Drug,1
78737,Reckless Damage,1
78737,Terroristic Threat,5
78737,Theft,26
78737,Theft By Shoplifting,2
78737,Theft Catalytic Converter,1
78737,Theft From Auto,1
78737,Theft From Building,1
78737,Theft Of Auto Parts,1
78737,Theft Of Heavy Equipment,2
78737,Theft Of License Plate,2
78737,Theft Of Metal,2
78737,Theft Of Service,1
78737,Theft Of Trailer,1
78737,Unlawful Carrying Weapon,2
78737,Viol Of Protective Order,1
78737,Warrant Arrest Non Traffic,1
78739,Agg Assault With Motor Veh,3
78739,Aggravated Assault,28
78739,Aggravated Robbery,3
78739,Applic To Revoke Probation,3
78739,Arson,5
78739,Arson-Criminal Mischief,1
78739,Assault By Contact,60
78739,Assault By Threat,44
78739,Assault On Peace Officer,1
78739,Assault On Public Servant,3
78739,Assault With Injury,188
78739,Att Auto Theft,2
78739,Att Burglary Non Residence,1
78739,Att Theft,1
78739,Auto Theft,88
78739,Breach Of Computer Security,10
78739,Burglary Non Residence,97
78739,Burglary Of Residence,253
78739,Burglary Of Shed/Detached Garage/Storage Unit,2
78739,Burglary Of Vehicle,1036
78739,Child Custody Interfere,65
78739,Child Endangerment- Abandonmen,11
78739,Civil Disturbance/Demo,5
78739,Contempt Of Court,1
78739,Counterfeiting,1
78739,Crash/Crim Neg Homicide,1
78739,Crash/Fail Stop And Render Aid,5
78739,Cred Card Abuse - Expir-Cancel,1
78739,Cred Card Abuse By Forgery,38
78739,Criminal Mischief,673
78739,Criminal Nonsupport,1
78739,Criminal Solicitation Of Minor,1
78739,Criminal Trespass,14
78739,Cruelty To Animals,7
78739,Custody Arrest Traffic Warr,2
78739,DWI,77
78739,Damage City Prop,10
78739,Damage City Vehicle,1
78739,Dating Disturbance,16
78739,Deadly Conduct,6
78739,Debit/Credit Card Abuse,204
78739,Distrib Harmful Material Minor,1
78739,Disturbance - Other,92
78739,Doc Abuse Or Threat,1
78739,Doc Discharge Gun - Pub Place,2
78739,Doc Display Gun/Deadly Pub Plc,2
78739,Doc Exposure,1
78739,Doc Offensive Gesture,1
78739,Doc Unreasonable Noise,2
78739,Driving While Intox / Felony,5
78739,Dui - Age 16 And Under,2
78739,Dui - Age 17 To 20,1
78739,Dumping Refuse Near Highway,4
78739,Dwi  .15 Bac Or Above,5
78739,Dwi - Child Passenger,3
78739,Dwi - Drug Recognition Expert,2
78739,Evading / Foot,1
78739,Evading / Vehicle Pursuit,1
78739,Evading Vehicle,1
78739,Explosive Ordnance Disposal,2
78739,Failure To Identify,1
78739,False Alarm Or Report,3
78739,False Report To Peace Officer,2
78739,False Statement -Obtain Credit,5
78739,Family Disturbance,577
78739,Federal Viol/Other,11
78739,Felony Enhancement/Asslt W/Inj,1
78739,Forgery - Other,11
78739,Forgery And Passing,41
78739,Forgery By Making,8
78739,Fraud - Other,141
78739,Graffiti,26
78739,Harassment,281
78739,Harassment Online,4
78739,Hindering Proceeding,1
78739,Identity Theft,344
78739,Identity Theft-Tax Returns,11
78739,Indecent Exposure,3
78739,Inj To Elderly   Fam/Date Viol,4
78739,Injury To Child,9
78739,Injury To Child (Care/Custody),5
78739,Inter Emerg Phonecall Fam/Date,2
78739,Interfering W/Emerg Phone Call,1
78739,Liquor Law Violation/Other,2
78739,Littering,2
78739,Mail Theft,21
78739,Manf Controlled Sub- Syn Narc,2
78739,Misapply Fiduciary Prop,2
78739,Murder,1
78739,Narcotic Possession,14
78739,Obtain Controlled Sub By Fraud,3
78739,Online Impersonation,5
78739,Online Solicitation Of A Minor,7
78739,Parole Viol,1
78739,Poss Of Alcohol - Age 17 To 20,5
78739,Poss Of Alcohol-Age 16 & Under,2
78739,Poss Of Prohibited Weapon,1
78739,Poss/Promo Child Pornography,6
78739,Possession Of Marijuana,29
78739,Possession of Drug,13
78739,Protective Order,23
78739,Prowler,7
78739,Reckless Conduct,1
78739,Reckless Damage,3
78739,Retaliation,2
78739,Solicitation - Begging,1
78739,Stalking,8
78739,Terroristic Threat,41
78739,Theft,707
78739,Theft By Extortion,1
78739,Theft By False Pretext/Bunco,1
78739,Theft From Auto,20
78739,Theft From Building,10
78739,Theft From Person,3
78739,Theft Of Auto Parts,19
78739,Theft Of Bicycle,21
78739,Theft Of Heavy Equipment,7
78739,Theft Of License Plate,24
78739,Theft Of Service,28
78739,Theft Of Trailer,11
78739,Unlawful Carrying Weapon,2
78739,Viol City Ordinance - Curfew,4
78739,Viol City Ordinance - Dog,6
78739,Viol City Ordinance - Sound,1
78739,Viol City Ordinance - Taxi,1
78739,Viol City Ordinance - Wrecker,1
78739,Viol Of Court Order-Non Epo-Po,12
78739,Viol Of Emerg Protective Order,12
78739,Viol Of Protective Order,19
78739,Viol State Law - Other,7
78739,Viol Temp Ex Parte  Order,2
78739,Violation City Ordinance,5
78739,Voco - Alcohol  Consumption,1
78739,Warrant Arrest Non Traffic,5
78741,Abuse Of 911,12
78741,Abuse Of Official Capacity,3
78741,Agg Aslt Enhanc Strangl/Suffoc,142
78741,Agg Aslt W/Motor Veh Fam/Dat V,69
78741,Agg Assault On Peace Officer,4
78741,Agg Assault On Public Servant,34
78741,Agg Assault With Motor Veh,167
78741,Agg Kidnapping,12
78741,Agg Kidnapping Fam Vio,5
78741,Agg Promotion Of Prostitution,4
78741,Agg Robbery By Assault,52
78741,Agg Sexual Assault Child/Object-Super,2
78741,Aggravated Assault,3906
78741,Aggravated Robbery,2883
78741,Amplified Music / Vehicle,1
78741,Applic To Revoke Probation,190
78741,Arson,123
78741,Arson With Bodily Injury,2
78741,Arson-Criminal Mischief,27
78741,Assault - School Personnel,4
78741,Assault By Contact,3634
78741,Assault By Threat,2339
78741,Assault Of A Pregnant Woman,6
78741,Assault Of Pregnant Wm-Fam/Dat,21
78741,Assault On Peace Officer,19
78741,Assault On Public Servant,175
78741,Assault With Injury,15173
78741,Att Auto Theft,24
78741,Att Burglary Non Residence,7
78741,Att Theft,19
78741,Auto Theft,5710
78741,Bail Jumping/Fail To Appear,2
78741,Bank Kiting,1
78741,Bestiality,1
78741,Bomb Threat,25
78741,Breach Of Computer Security,61
78741,Burglary Non Residence,2370
78741,Burglary Of Coin-Op Machine,328
78741,Burglary Of Residence,9456
78741,Burglary Of Shed/Detached Garage/Storage Unit,434
78741,Burglary Of Vehicle,21230
78741,Camping In Park,193
78741,Capital Murder,8
78741,Child Custody Interfere,669
78741,Child Endangerment- Abandonmen,548
78741,Civil Disturbance/Demo,38
78741,Compelling Prostitution,4
78741,Contempt Of Court,3
78741,Contribute Delinquency Minor,1
78741,Controlled Sub Viol - Other,8
78741,Counterfeiting,268
78741,Crash/Fail Stop And Render Aid,741
78741,Crash/Intox Manslaughter,4
78741,Crash/Intoxication Assault,33
78741,Crash/Manslaughter,1
78741,Cred Card Abuse - Expir-Cancel,10
78741,Cred Card Abuse By Forgery,305
78741,Crim Neg Homicide/Non Traffic,1
78741,Crimes Against Elderly,2
78741,Criminal Mischief,11842
78741,Criminal Nonsupport,1
78741,Criminal Solicitation,4
78741,Criminal Solicitation Of Minor,9
78741,Criminal Trespass,5526
78741,Criminal Trespass/In Vehicle,28
78741,Cruelty To Animals,316
78741,Custody Arrest Traffic Warr,5805
78741,DWI,6850
78741,Damage City Prop,338
78741,Damage City Vehicle,55
78741,Dang Drug Viol - Other,5
78741,Dating Disturbance,1681
78741,Deadly Conduct,290
78741,Deadly Conduct Fam/Date Viol,9
78741,Debit/Credit Card Abuse,1516
78741,Del Marijuana,19
78741,Del Of Alcohol To Minor,10
78741,Del Of Dang Drug,3
78741,Del Synthetic Marijuana,6
78741,Desertion,1
78741,Disposal Of Solid Waste,5
78741,Disrupting Meeting/Procession,1
78741,Disruptive Acts At Schools,1
78741,Distrib Harmful Material Minor,7
78741,Disturbance - Other,5444
78741,Doc Abuse Or Threat,22
78741,Doc Abusive Language,51
78741,Doc Creating Noxious Odor,1
78741,Doc Discharge Gun - Pub Place,161
78741,Doc Discharge Gun - Pub Road,31
78741,Doc Display Gun/Deadly Pub Plc,176
78741,Doc Exposure,98
78741,Doc Fighting,325
78741,Doc Offensive Gesture,18
78741,Doc Unreasonable Noise,144
78741,Domestic Violence/Alarm,1
78741,Driving While Intox / Felony,422
78741,Dui - Age 16 And Under,12
78741,Dui - Age 17 To 20,145
78741,Dumping Refuse Near Highway,37
78741,Dwi  .15 Bac Or Above,609
78741,Dwi - Child Passenger,123
78741,Dwi - Drug Recognition Expert,108
78741,Engaging In Organized Crime,4
78741,Escape From Custody,7
78741,Evading / Foot,504
78741,Evading / Vehicle Pursuit,133
78741,Evading Vehicle,322
78741,Expired-Att Agg Robbery/Weap,9
78741,Expired-Att Kidnapping,1
78741,Expired-Att Murder,1
78741,Expired-Att Ob Dang Drug Fraud,1
78741,Expired-Att Obt Cont Sub Fraud,1
78741,Expired-Att Robbery By Assault,4
78741,Expired-Att/Take Weap From Off,1
78741,Expired-Evading Arrest,16
78741,Expired-Injury Child - Elderly,10
78741,Exploitation Of Child/Elderly,1
78741,Explosive Ordnance Disposal,21
78741,Fail Display Handgun License,1
78741,Failure To Identify,1128
78741,False Alarm Or Report,81
78741,False Id As A Peace Officer,1
78741,False Report To Cps,3
78741,False Report To Peace Officer,102
78741,False Statement -Obtain Credit,36
78741,Family Disturbance,23400
78741,Federal Viol/Other,52
78741,Felony Enhancement/Asslt W/Inj,831
78741,Fictitious Name,1
78741,Forgery - Other,181
78741,Forgery And Passing,762
78741,Forgery By Making,73
78741,Forgery Of Identification,23
78741,Forgery- Certificate Of Title,6
78741,Fraud - Other,1255
78741,Fraud Destruction Of A Writing,4
78741,Fraud Filing Finance Statement,2
78741,Fraud-Card Skimmer,8
78741,Gambling,39
78741,Gambling Promotion,8
78741,Graffiti,464
78741,Harassment,5821
78741,Harassment Of A Public Servant,35
78741,Harassment Online,40
78741,Harboring Runaway Child,30
78741,Hinder Secured Creditors,13
78741,Hindering Apprehension,12
78741,Hindering Proceeding,1
78741,Identity Theft,1660
78741,Identity Theft-Tax Returns,12
78741,Illegal Labelling Of Recording,28
78741,Illumin Aircraft Intense Light,3
78741,Immigration Hold/Arrest,34
78741,Impersonating Public Servant,42
78741,Indecent Assault,40
78741,Indecent Exposure,289
78741,Inhalant Abuse,6
78741,Inj To Disabled  Fam/Date Viol,30
78741,Inj To Elderly   Fam/Date Viol,44
78741,Inj/Child Fv (No Care/Custody),13
78741,Injury Disabled Individual,40
78741,Injury To Child,234
78741,Injury To Child (Care/Custody),158
78741,Injury To Elderly Person,46
78741,Inter Emerg Phonecall Fam/Date,56
78741,Interference Public Duties,28
78741,Interfering W/Emerg Phone Call,38
78741,Justified Homicide,2
78741,Keeping Gambling Place,1
78741,Kidnapping,37
78741,Kidnapping Fam Vio,3
78741,Liquor Law Violation/Other,357
78741,Littering,181
78741,Mail Theft,410
78741,Making Tobacco Avail To Minor,30
78741,Manf Controlled Sub - Other,8
78741,Manf Controlled Sub- Syn Narc,1
78741,Manslaughter,3
78741,Misapply Fiduciary Prop,5
78741,Misrep Age By Minor,2
78741,Misuse Of Official Info,1
78741,Money Laundering,3
78741,Murder,63
78741,Narcotic Possession,5189
78741,Nuisance Abatement,49
78741,Obscene Display - Distribution,10
78741,Obtain Controlled Sub By Fraud,56
78741,Obtain Dang Drug By Fraud,3
78741,Official Oppression,6
78741,Online Impersonation,42
78741,Online Solicitation Of A Minor,12
78741,Parole Viol,129
78741,Perjury,2
78741,Pigeon Drop,7
78741,Pocket Picking,4
78741,Poss Criminal Instrument,7
78741,Poss Dang Drug,162
78741,Poss Of Alcohol - Age 17 To 20,263
78741,Poss Of Alcohol-Age 16 & Under,39
78741,Poss Of Firearm By Felon,220
78741,Poss Of Gambling Equipment,2
78741,Poss Of Gambling Paraphernalia,2
78741,Poss Of Prohibited Weapon,139
78741,Poss Synthetic Marijuana,120
78741,Poss/Promo Child Pornography,46
78741,Possession Of Forged Writing,1
78741,Possession Of Marijuana,4075
78741,Possession of Drug,3611
78741,Probation Viol,18
78741,Promotion Of Prostitution,13
78741,Prostitution,500
78741,Protective Order,535
78741,Prowler,45
78741,Public Lewdness,38
78741,Purchasing Prostitution,7
78741,Purse Snatching,24
78741,Reckless Conduct,11
78741,Reckless Damage,93
78741,Rental Car/Fail To Return,4
78741,Resisting Arrest Or Search,211
78741,Retaliation,76
78741,Robbery By Threat,222
78741,Sale Or Purchase Of Child,1
78741,Securing Exec-Doc By Deception,1
78741,Sexting/Transmit Sexual Photos,8
78741,Sit And Lie Ordinance Viol,10
78741,Smuggling Illegal Alien,26
78741,Solicitation - Begging,18
78741,Stalking,171
78741,Take Weapon Frm Police Officer,19
78741,Tampering With Consumer Prod,1
78741,Tampering With Evidence,62
78741,Tampering With Gov Record,34
78741,Tampering With Id Number,1
78741,Tampering With Witness,4
78741,Telecommunication Crimes/Other,1
78741,Terroristic Threat,1837
78741,Terroristic Threat-Mass Caslty,1
78741,Theft,16587
78741,Theft By Embezzlement,8
78741,Theft By Extortion,5
78741,Theft By False Pretext/Bunco,17
78741,Theft By Shoplifting,3691
78741,Theft Catalytic Converter,387
78741,Theft From Auto,811
78741,Theft From Building,171
78741,Theft From Person,682
78741,Theft Of Auto Parts,404
78741,Theft Of Bicycle,1626
78741,Theft Of Heavy Equipment,19
78741,Theft Of License Plate,682
78741,Theft Of Metal,180
78741,Theft Of Service,1055
78741,Theft Of Telecommunication Srv,15
78741,Theft Of Trailer,167
78741,Theft- Appropriate Stolen Prop,27
78741,Theft/Till Tapping,3
78741,Tobacco Viol - Age 17,39
78741,Tobacco Viol - Under Age 17,83
78741,Trademark Counterfeiting,3
78741,Trafficking Of Persons,23
78741,Truancy,8
78741,Ucw License Premise,18
78741,Unlawful Carry-Lic Holder,10
78741,Unlawful Carrying Weapon,526
78741,Unlawful Restraint,32
78741,Unlawful Restraint Fam/Dat Vio,35
78741,Urinating In Public Place,309
78741,Viol City Ordinance -  Game Rm,9
78741,Viol City Ordinance - Booting,2
78741,Viol City Ordinance - Curfew,645
78741,Viol City Ordinance - Dog,154
78741,Viol City Ordinance - Smoking,22
78741,Viol City Ordinance - Sound,13
78741,Viol City Ordinance - Title 10,3
78741,Viol City Ordinance - Wrecker,377
78741,Viol City Ordinance -Firework,17
78741,Viol Glass Container,13
78741,Viol Of Bond Conditions,27
78741,Viol Of Camping Ordinance,2
78741,Viol Of Court Order-Non Epo-Po,245
78741,Viol Of Emerg Protective Order,311
78741,Viol Of Park Curfew,76
78741,Viol Of Protective Order,585
78741,Viol State Law - Other,809
78741,Viol Stay Away Order,11
78741,Viol Temp Ex Parte  Order,20
78741,Violation City Ordinance,2182
78741,Voco - Alcohol  Consumption,763
78741,Voco Amplified Music/Vehicle,708
78741,Voco Solicitation Prohibit,342
78741,Warrant Arrest Non Traffic,3435
78741,Weapon Viol - Other,23
78742,Abuse Of 911,3
78742,Agg Aslt Enhanc Strangl/Suffoc,2
78742,Agg Aslt W/Motor Veh Fam/Dat V,2
78742,Agg Assault With Motor Veh,7
78742,Agg Promotion Of Prostitution,1
78742,Aggravated Assault,56
78742,Aggravated Robbery,21
78742,Arson,1
78742,Arson-Criminal Mischief,2
78742,Assault By Contact,46
78742,Assault By Threat,36
78742,Assault With Injury,238
78742,Att Auto Theft,1
78742,Att Theft,1
78742,Auto Theft,93
78742,Breach Of Computer Security,1
78742,Burglary Non Residence,95
78742,Burglary Of Coin-Op Machine,3
78742,Burglary Of Residence,93
78742,Burglary Of Shed/Detached Garage/Storage Unit,7
78742,Burglary Of Vehicle,231
78742,Child Custody Interfere,21
78742,Child Endangerment- Abandonmen,6
78742,Civil Disturbance/Demo,1
78742,Counterfeiting,11
78742,Crash/Fail Stop And Render Aid,19
78742,Crash/Intox Manslaughter,1
78742,Crash/Intoxication Assault,2
78742,Cred Card Abuse By Forgery,6
78742,Criminal Mischief,146
78742,Criminal Trespass,38
78742,Cruelty To Animals,12
78742,Custody Arrest Traffic Warr,48
78742,DWI,87
78742,Damage City Prop,9
78742,Dating Disturbance,10
78742,Deadly Conduct,2
78742,Debit/Credit Card Abuse,19
78742,Del Marijuana,1
78742,Disturbance - Other,95
78742,Doc Abusive Language,2
78742,Doc Discharge Gun - Pub Place,6
78742,Doc Display Gun/Deadly Pub Plc,3
78742,Doc Fighting,1
78742,Driving While Intox / Felony,9
78742,Dumping Refuse Near Highway,8
78742,Dwi  .15 Bac Or Above,10
78742,Dwi - Child Passenger,1
78742,Dwi - Drug Recognition Expert,2
78742,Evading / Foot,3
78742,Evading / Vehicle Pursuit,2
78742,Evading Vehicle,5
78742,Expired-Att Robbery By Assault,1
78742,Failure To Identify,7
78742,False Alarm Or Report,2
78742,False Report To Peace Officer,3
78742,False Statement -Obtain Credit,1
78742,Family Disturbance,337
78742,Felony Enhancement/Asslt W/Inj,10
78742,Forgery - Other,3
78742,Forgery And Passing,18
78742,Forgery By Making,1
78742,Forgery- Certificate Of Title,1
78742,Fraud - Other,21
78742,Gambling,1
78742,Gambling Promotion,5
78742,Graffiti,7
78742,Harassment,85
78742,Harassment Online,1
78742,Hindering Apprehension,1
78742,Identity Theft,22
78742,Inj To Disabled  Fam/Date Viol,2
78742,Inj To Elderly   Fam/Date Viol,1
78742,Inj/Child Fv (No Care/Custody),1
78742,Injury To Child,2
78742,Injury To Child (Care/Custody),6
78742,Injury To Elderly Person,1
78742,Interfering W/Emerg Phone Call,2
78742,Keeping Gambling Place,1
78742,Kidnapping,2
78742,Littering,1
78742,Mail Theft,3
78742,Murder,2
78742,Narcotic Possession,36
78742,Nuisance Abatement,2
78742,Online Impersonation,1
78742,Parole Viol,2
78742,Poss Dang Drug,2
78742,Poss Of Firearm By Felon,2
78742,Possession Of Marijuana,20
78742,Possession of Drug,9
78742,Prostitution,5
78742,Protective Order,7
78742,Prowler,1
78742,Reckless Damage,2
78742,Rental Car/Fail To Return,16
78742,Resisting Arrest Or Search,1
78742,Robbery By Threat,1
78742,Securing Exec-Doc By Deception,1
78742,Stalking,3
78742,Take Weapon Frm Police Officer,1
78742,Tampering With Id Number,1
78742,Terroristic Threat,27
78742,Theft,280
78742,Theft By Shoplifting,6
78742,Theft Catalytic Converter,8
78742,Theft From Auto,21
78742,Theft From Building,3
78742,Theft From Person,5
78742,Theft Of Auto Parts,9
78742,Theft Of Bicycle,5
78742,Theft Of Heavy Equipment,3
78742,Theft Of License Plate,9
78742,Theft Of Metal,7
78742,Theft Of Service,22
78742,Theft Of Trailer,6
78742,Theft/Till Tapping,2
78742,Ucw License Premise,1
78742,Unlawful Carrying Weapon,10
78742,Urinating In Public Place,1
78742,Viol City Ordinance - Dog,2
78742,Viol City Ordinance - Wrecker,2
78742,Viol Of Court Order-Non Epo-Po,9
78742,Viol Of Emerg Protective Order,6
78742,Viol Of Protective Order,9
78742,Viol State Law - Other,3
78742,Viol Stay Away Order,1
78742,Violation City Ordinance,6
78742,Voco Solicitation Prohibit,1
78742,Warrant Arrest Non Traffic,24
78744,Abandoned Refrigerator,3
78744,Abuse Of 911,6
78744,Agg Aslt Enhanc Strangl/Suffoc,77
78744,Agg Aslt W/Motor Veh Fam/Dat V,69
78744,Agg Assault On Peace Officer,2
78744,Agg Assault On Public Servant,22
78744,Agg Assault With Motor Veh,80
78744,Agg Kidnapping,8
78744,Agg Robbery By Assault,17
78744,Aggravated Assault,2069
78744,Aggravated Robbery,894
78744,Applic To Revoke Probation,338
78744,Arson,143
78744,Arson With Bodily Injury,1
78744,Arson-Criminal Mischief,17
78744,Assault - School Personnel,2
78744,Assault By Contact,2092
78744,Assault By Threat,1426
78744,Assault Of A Pregnant Woman,1
78744,Assault Of Pregnant Wm-Fam/Dat,13
78744,Assault On Peace Officer,13
78744,Assault On Public Servant,78
78744,Assault With Injury,8660
78744,Att Auto Theft,17
78744,Att Burglary Non Residence,8
78744,Att Theft,9
78744,Attack By Dog,1
78744,Auto Theft,3112
78744,Bomb Threat,27
78744,Breach Of Computer Security,56
78744,Bribery,1
78744,Burglary Non Residence,1550
78744,Burglary Of Coin-Op Machine,108
78744,Burglary Of Residence,5532
78744,Burglary Of Shed/Detached Garage/Storage Unit,213
78744,Burglary Of Vehicle,11926
78744,Camping In Park,64
78744,Capital Murder,5
78744,Child Custody Interfere,1001
78744,Child Endangerment- Abandonmen,314
78744,Civil Disturbance/Demo,102
78744,Compelling Prostitution,1
78744,Contempt Of Court,2
78744,Contribute Delinquency Minor,2
78744,Controlled Sub Viol - Other,1
78744,Counterfeiting,139
78744,Crash/Fail Stop And Render Aid,392
78744,Crash/Intox Manslaughter,6
78744,Crash/Intoxication Assault,19
78744,Crash/Negligent Homicide,1
78744,Cred Card Abuse - Expir-Cancel,5
78744,Cred Card Abuse By Forgery,208
78744,Crimes Against Elderly,2
78744,Criminal Conspiracy,2
78744,Criminal Mischief,7986
78744,Criminal Solicitation Of Minor,10
78744,Criminal Trespass,1882
78744,Criminal Trespass/In Vehicle,24
78744,Cruelty To Animals,371
78744,Custody Arrest Traffic Warr,2295
78744,DWI,3104
78744,Damage City Prop,183
78744,Damage City Vehicle,37
78744,Dang Drug Viol - Other,8
78744,Dating Disturbance,789
78744,Deadly Conduct,324
78744,Deadly Conduct Fam/Date Viol,7
78744,Debit/Credit Card Abuse,1224
78744,Del Marijuana,8
78744,Del Of Alcohol To Minor,4
78744,Delivery Of Prescription Form,1
78744,Desecration Venerated Object,1
78744,Desertion,1
78744,Disposal Of Solid Waste,2
78744,Disruptive Acts At Schools,3
78744,Distrib Harmful Material Minor,7
78744,Disturbance - Other,3700
78744,Doc Abuse Or Threat,20
78744,Doc Abusive Language,46
78744,Doc Discharge Gun - Pub Place,152
78744,Doc Discharge Gun - Pub Road,56
78744,Doc Display Gun/Deadly Pub Plc,85
78744,Doc Exposure,55
78744,Doc Fighting,138
78744,Doc Offensive Gesture,20
78744,Doc Unreasonable Noise,81
78744,Driving While Intox / Felony,249
78744,Dui - Age 16 And Under,3
78744,Dui - Age 17 To 20,72
78744,Dumping Refuse Near Highway,49
78744,Dwi  .15 Bac Or Above,305
78744,Dwi - Child Passenger,93
78744,Dwi - Drug Recognition Expert,57
78744,Escape From Custody,4
78744,Evading / Foot,292
78744,Evading / Vehicle Pursuit,101
78744,Evading Vehicle,198
78744,Expired-Att Agg Kidnapping,1
78744,Expired-Att Agg Robbery/Weap,2
78744,Expired-Att Kidnapping,3
78744,Expired-Att Robbery By Assault,3
78744,Expired-Evading Arrest,6
78744,Expired-Injury Child - Elderly,6
78744,Expired-Solicitation Of Child,1
78744,Exploitation Of Child/Elderly,3
78744,Explosive Ordnance Disposal,51
78744,Failure To Identify,531
78744,False Alarm Or Report,65
78744,False Caller Id Display/Spoof,1
78744,False Report To Cps,1
78744,False Report To Peace Officer,93
78744,False Statement -Obtain Credit,41
78744,Family Disturbance,18083
78744,Federal Viol/Other,35
78744,Felony Enhancement/Asslt W/Inj,508
78744,Firearms On School Prop,3
78744,Forgery - Other,168
78744,Forgery And Passing,688
78744,Forgery By Making,85
78744,Forgery Of Identification,10
78744,Forgery- Certificate Of Title,6
78744,Fraud - Other,938
78744,Fraud Destruction Of A Writing,12
78744,Fraud Filing Finance Statement,1
78744,Fraud-Card Skimmer,5
78744,Gambling,12
78744,Gambling Promotion,8
78744,Graffiti,340
78744,Harassment,4445
78744,Harassment Of A Public Servant,21
78744,Harassment Online,29
78744,Harboring Runaway Child,22
78744,Hinder Secured Creditors,23
78744,Hindering Apprehension,30
78744,Identity Theft,1288
78744,Identity Theft-Tax Returns,8
78744,Illumin Aircraft Intense Light,2
78744,Immigration Hold/Arrest,21
78744,Impersonating Public Servant,25
78744,Indecent Assault,22
78744,Indecent Exposure,84
78744,Inhalant Abuse,2
78744,Inj To Disabled  Fam/Date Viol,16
78744,Inj To Elderly   Fam/Date Viol,44
78744,Inj/Child Fv (No Care/Custody),20
78744,Injury Disabled Individual,23
78744,Injury To Child,211
78744,Injury To Child (Care/Custody),185
78744,Injury To Elderly Person,30
78744,Inter Emerg Phonecall Fam/Date,52
78744,Interference Public Duties,12
78744,Interfering W/Emerg Phone Call,16
78744,Justified Homicide,4
78744,Keeping Gambling Place,3
78744,Kidnapping,18
78744,Kidnapping Fam Vio,1
78744,Liquor Law Violation/Other,102
78744,Littering,56
78744,Location Restrict Knife Cls C,1
78744,Mail Theft,179
78744,Making Tobacco Avail To Minor,9
78744,Manslaughter,2
78744,Misapply Fiduciary Prop,1
78744,Misrep Age By Minor,1
78744,Misuse Of Official Info,1
78744,Money Laundering,5
78744,Murder,37
78744,Narcotic Possession,2203
78744,Nuisance Abatement,24
78744,Obscene Display - Distribution,4
78744,Obtain Controlled Sub By Fraud,22
78744,Online Impersonation,41
78744,Online Solicitation Of A Minor,22
78744,Parole Viol,71
78744,Perjury,2
78744,Pigeon Drop,6
78744,Poss Criminal Instrument,4
78744,Poss Dang Drug,80
78744,Poss Of Alcohol - Age 17 To 20,131
